category,topic,terms,nm_producao,nm_orientador,gamma
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",etica da libertacao a vitima na perspectiva dusseliana,benedito eliseu leite cintra,1.58
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",etica e responsabilidade no tractatus thecnologicoethicus de hans jonas,odilio alves aguiar,1.58
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",hans jonas uma etica orientada para o futuro,jose nedel,1.58
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",etica e responsabilidade social empresarial uma analise a partir de hans jonas,evaldo antonio kuiava,1.58
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",etica e tecnica uma analise da tecnica moderna a luz do principio de responsabilidade,marcelo luiz pelizzoli,1.58
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",rumo ao ceu etica e metafisica do transumanismo uma proposta,renato janine ribeiro,1.58
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",a pedagogia de enrique dussel elementos comparativos com paulo freire,benedito eliseu leite cintra,1.58
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",uma etica para a civilizacao tecnologica o principio da responsabilidade na obra de hans jonas,luigi bordin,1.58
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",a teoria da responsabilidade em hans jonas,bruno batista pettersen,1.58
Ethics,52,"etica, etico, responsabilidade, eticas, jonas",caminhos para uma etica do cuidado ambiental dialogos entre a filosofia de hans jonas e a psicologia ambiental,alexandre marques cabral,1.58
Ethics,34,"principio, singer, mill, animais, etica",o consequencialismo e a deontologia na etica animal uma analise critica comparativa das perspectivas de peter singer steve sapontzis tom regan e gary francione,sonia teresinha felipe,0.92
Ethics,34,"principio, singer, mill, animais, etica",a libertacao animal na etica de peter singer a luz das criticas da teoria de direitos de tom regan,charles feldhaus,0.92
Ethics,34,"principio, singer, mill, animais, etica",singer korsgaard e o estatuto moral dos animais nao humanos,telma de souza birchal,0.92
Ethics,34,"principio, singer, mill, animais, etica",vitimas da natureza implicacoes eticas dos danos que os animais nao humanos padecem em decorrencia dos processos naturais,darlei dall agnol,0.92
Ethics,34,"principio, singer, mill, animais, etica",valor intrinseco na bioetica ambiental uma analise critica das concepcoes de dworkin singer e rolston iii,sonia teresinha felipe,0.92
Ethics,34,"principio, singer, mill, animais, etica",a autonomia e a beneficencia no cuidado com pessoas com doenca de alzheimer,darlei dall agnol,0.92
Ethics,34,"principio, singer, mill, animais, etica",utilitarismo deontologia kantiana e animais analise avaliacao criticas,alcino eduardo bonella,0.92
Ethics,34,"principio, singer, mill, animais, etica",bioconservadorismo e transhumanismo a questao do melhoramento humano atraves das biotecnologias,alcino eduardo bonella,0.92
Ethics,34,"principio, singer, mill, animais, etica",a etica do uso e da selecao de embrioes,telma de souza birchal,0.92
Ethics,34,"principio, singer, mill, animais, etica",etica utilitarista problemas e repostas,alcino eduardo bonella,0.92
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",ficcionalismo moral uma avaliacao critica da proposta de richard joyce,albertinho luiz gallina,0.89
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",moral naturalizada,leonardo de mello ribeiro,0.89
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",realismo naturalismo e semantica moral,darlei dall agnol,0.89
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",neutralidade metaetica seus pressupostos e sua superacao,evandro barbosa,0.89
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",responsabilidade e sentimentos morais uma proposta de naturalizacao da responsabilidade moral,ricardo bins di napoli,0.89
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",thoreau moralidade em primeira pessoa,jonadas techio,0.89
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",o problema fregegeach e a solucao expressivista hibrida de michael ridge,juliano santos do carmo,0.89
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",normatividade e valor no naturalismo moral,adriano naves de brito,0.89
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",exigencia excessiva e indulgencia o problema do desequilibrio do consequencialismo,darlei dall agnol,0.89
Ethics,43,"moral, morais, moralidade, juizosmorais, etica",argumentos desmanteladores evolutivos e a derrogabilidade do conhecimento moral,juliano santos do carmo,0.89
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",tradicao e relativismo moral em alasdair macintyre,jair antonio krassuski,0.49
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",racionalidade das tradicoes e possibilidades de superacao do relativismo moral em alasdair macintyre,silvestre grzibowski,0.49
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",o lugar da virtude e do sujeito moral a filosofia de alasdair macityre,helder buenos aires de carvalho,0.49
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",a reabilitacao da etica das virtudes na filosofia moral de alasdair macintyre,flamarion caldeira ramos,0.49
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",o conceito de florescimento humano na etica das virtudes de alasdair macintyre,helder buenos aires de carvalho,0.49
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",lei natural e natureza humana na filosofia moral de alasdair macintyre,helder buenos aires de carvalho,0.49
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",sobre a prudencia infusa em tomas de aquino uma leitura a partir da etica a nicomaco de aristoteles,noeli dutra rossatto,0.49
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",disputas pelo direito a cidade mais novos personagens,celso fernando favaretto,0.49
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",o teste historicodialetico das tradicoes de pesquisa moral na filosofia de alasdair macintyre,helder buenos aires de carvalho,0.49
Ethics,7,"virtudes, macintyre, moral, etica, tradicao",a virtude em macintyre praticas unidade narrativa da vida humana e tradicao,elton vitoriano ribeiro,0.49
Excluded,2,"campos, ensino, brasil, escola, brasileira",matemµtica e filosofia na crotica da razco pura,jos arthur giannotti,0.72
Excluded,2,"campos, ensino, brasil, escola, brasileira",problemas e seus problemas a estrutura e a dinmica da cincia vistas sob o enfoque de soluaeo de problemas,pablo ruben mariconda,0.72
Excluded,2,"campos, ensino, brasil, escola, brasileira",tradico e modernidade no mavel brasileiro visaes da utopia na obra de carrera tenreiro zanine e srgio rodrigues,otolia beatriz fiori arantes,0.72
Excluded,2,"campos, ensino, brasil, escola, brasileira",wd ross e o intuicionismo nos debates metaeticos contemporaneo,claudio araujo reis,0.72
Excluded,2,"campos, ensino, brasil, escola, brasileira",o no corpvs vitruvio e as estruturas do universo no tratado de arquitetura,anastasia guidi,0.72
Excluded,2,"campos, ensino, brasil, escola, brasileira",solipsismo solidao e finitude algumas licoes de strawson wittgenstein e cavell sobre metafisica e metodo filosofico,paulo francisco estrella faria,0.72
Excluded,2,"campos, ensino, brasil, escola, brasileira",o trivium como metodo propedeutico para o ensino de filosofia no ensino medio,alexandre guimaraes tadeu de soares,0.72
Excluded,2,"campos, ensino, brasil, escola, brasileira",a cioncia construoda em weber e bachelard,luciano caldas camerino,0.72
Excluded,2,"campos, ensino, brasil, escola, brasileira",em memoria das maos o desencantamento da tecnica na arquitetura e no urbanismo,bento prado de almeida ferraz junior,0.72
Excluded,2,"campos, ensino, brasil, escola, brasileira",o pensamento filsofico politico de joao pinheiro da silva,italo da costa joia,0.72
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",filosofia a sombra de auschwitz elementos de uma hermeneutica da desesperanca no pensamento de theodor w adorno,draiton gonzaga de souza,0.69
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",blaise pascal e o pessimismo filosofico,jose raimundo maia neto,0.69
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",nocao de simetria na cosmologia de anaximandro de mileto,rubens garcia nunes sobrinho,0.69
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",nostalgia do reino revelacao e redencao em franz rosenzweig,olgaria chain feres matos,0.69
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",filosofia e politica em joao calvino,roberto romano da silva,0.69
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",necessidade e possibilidade da prova da existencia de deus na filosofia de tomas de aquino,moacyr ayres novaes filho,0.69
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",modernidade e tragedia,paulo eduardo arantes,0.69
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",boileau e perrault um embate sobre a excelencia e a eficacia do novo conhecimento,sertorio de amorim e silva neto,0.69
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",o principio apolineo na obra de george balanchine,luiz fernando batista franklin de matos,0.69
Excluded,10,"tradicao, modernidade, ocidental, sentido, grega",cinismo passado e presente,guiomar maria de grammont machado de araujo e souza,0.69
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",a nocao de parhemas na filosofia de epicuro o que pode o homem,markus figueira da silva,0.61
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",a visao de joao quidort a repeito dos poderes temporal e espiritual,jose antonio de c r de souza,0.61
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",uma caracterizacao das nocoes de particulares e universais,guido imaguire,0.61
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",intuicao e verdade em guilherme de ockham sobre a noticia evidente na primeira questao do prologo da ordinatio,jose carlos estevao,0.61
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",o problema dos universais a perspectiva de boecio abelardo e ockham,luis alberto de boni,0.61
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",a teoria da conotacao de ockham uma interpretacao propositiva,luis alberto de boni,0.61
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",o conceito de comunidade em jeanluc nancy,jose elielton de sousa,0.61
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",limites e possibilidades da tecnociencia contemporanea,marly bulcao lassance britto,0.61
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",makariotes em epicuro nocao e teologia,rachel gazolla de andrade,0.61
Excluded,38,"contemporaneo, epicuro, ockham, sentido, poder",leibniz a origem dos franceses traducao apresentacao e comentarios,william de siqueira piaui,0.61
Excluded,1,"forma, sentido, cores, natureza, moderna",o discurso economico da modernidade notas da periferia,paulo eduardo arantes,0.43
Excluded,1,"forma, sentido, cores, natureza, moderna",fios teias e redes o solo foucaultiano,salma tannus muchail,0.43
Excluded,1,"forma, sentido, cores, natureza, moderna",entre provas e experimentos uma leitura wittgensteiniana das controversias em torno da prova do teorema das quatro cores,luiz carlos pinheiro dias pereira,0.43
Excluded,1,"forma, sentido, cores, natureza, moderna",cartografias nomades ensaios de estetica e antropologia,peter pal pelbart,0.43
Excluded,1,"forma, sentido, cores, natureza, moderna",da dromologia paul virilio e a poetica do movimento,balthazar barbosa filho,0.43
Excluded,1,"forma, sentido, cores, natureza, moderna",a critica a modernidade em giacomo leopardi em busca de uma ultrafilosofia,olgaria chain feres matos,0.43
Excluded,1,"forma, sentido, cores, natureza, moderna",o muro de fora matrizes e desenvolvimentos da pintura e escritura mural paulistana,leon kossovitch,0.43
Excluded,1,"forma, sentido, cores, natureza, moderna",prolegomenos para uma filosofia do amor em dante alighieri um estudo do convivio,francisco benjamin de souza neto,0.43
Excluded,1,"forma, sentido, cores, natureza, moderna",james clerk maxwell e a unidade do mundo modelos e metaforas na construcao de teorias cientificas,antonio augusto passos videira,0.43
Excluded,1,"forma, sentido, cores, natureza, moderna",fim do ethos antigo e ocaso das ilusoes giacomo leopardi e a modernidade,olgaria chain feres matos,0.43
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",o estatuto da reflexao em sartre,bento prado de almeida ferraz neto,0.15
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",a dupla reflexao um percurso sobre o conceito de reflexao da reflexao em kierkegaard fichte e o primeiro romantismo alemao,hans christian klotz,0.15
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",ceci nest pas de lart o conceito de reflexao em kant apropriado na recepcao da arte contemporanea,virginia de araujo figueiredo,0.15
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",reificacao e linguagem em andre breton e guy debord,jeanne marie gagnebin de bons,0.15
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",o irrefletido merleauponty nos limites da reflexao,marcos jose mullergranzotto,0.15
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",o jovem hegel leitor de kant critica reflexao e especulacao,marco aurelio werle,0.15
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",por uma ontohistoria em wittgenstein,leo peruzzo junior,0.15
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",reflexao e esquematismo subjetivo a possibilidade de um juizo estetico na critica do juizo,vinicius berlendis de figueiredo,0.15
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",experiencia moral no pensamento de paul ricoeur elementos para uma genese da pequena etica,jeanne marie gagnebin de bons,0.15
Excluded,80,"reflexao, possibilidades, fundamentos, compreensao, construcao",a gramatica da certeza em wittgenstein criterio de medida e resultado de medicoes,joao carlos salles pires da silva,0.15
